version,idf_file,key_value,variable_name,reporting_frequency
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Site Outdoor Air Drybulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Site Outdoor Air Wetbulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Site Outdoor Air Humidity Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Site Outdoor Air Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Mean Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Baseboard Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Performance Curve Input Variable 1 Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Performance Curve Input Variable 2 Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Performance Curve Output Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,System Node Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,System Node Mass Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,System Node Setpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,System Node Standard Density Volume Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,System Node Humidity Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,Supply Inlet Node,System Node Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,Main Cooling Coil 1 Outlet Node,System Node Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,Supply Inlet Node,System Node Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Cooling Coil Total Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Cooling Coil Sensible Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Cooling Coil Latent Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Cooling Coil Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Cooling Coil Runtime Fraction,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Coil System Part Load Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Coil System Frost Control Status,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Facility Total Building Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Facility Total HVAC Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Facility Total Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Site Outdoor Air Drybulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Site Outdoor Air Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Site Outdoor Air Wetbulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Fan Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Fan Rise in Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Schedule Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE CPU Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Fan Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE UPS Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE CPU Electricity Rate at Design Inlet Conditions,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Fan Electricity Rate at Design Inlet Conditions,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE UPS Heat Gain to Zone Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Total Heat Gain to Zone Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Standard Density Air Volume Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Mass Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dry-Bulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Outlet Dry-Bulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Supply Heat Index,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Operating Range Exceeded Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dry-Bulb Temperature Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dry-Bulb Temperature Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dewpoint Temperature Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dewpoint Temperature Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Relative Humidity Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Relative Humidity Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dry-Bulb Temperature Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dry-Bulb Temperature Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dewpoint Temperature Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Dewpoint Temperature Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Relative Humidity Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,ITE Air Inlet Relative Humidity Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone ITE Adjusted Return Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Air Heat Balance Internal Convective Heat Gain Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Air Heat Balance Surface Convection Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Air Heat Balance Interzone Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Air Heat Balance Outdoor Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Air Heat Balance System Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Air Heat Balance System Convective Heat Gain Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,Zone Air Heat Balance Air Energy Storage Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,CRAC SCOP,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,CRAC total system Power,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,CRAC Net Sensible Capacity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp.idf,*,PUE,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Site Outdoor Air Drybulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Site Outdoor Air Wetbulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Site Outdoor Air Humidity Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Site Outdoor Air Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Mean Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Baseboard Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Performance Curve Input Variable 1 Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Performance Curve Input Variable 2 Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Performance Curve Output Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,System Node Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,System Node Mass Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,System Node Setpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,System Node Standard Density Volume Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,System Node Humidity Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,Supply Inlet Node,System Node Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,Main Cooling Coil 1 Outlet Node,System Node Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,Supply Inlet Node,System Node Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Cooling Coil Total Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Cooling Coil Sensible Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Cooling Coil Latent Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Cooling Coil Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Cooling Coil Runtime Fraction,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Coil System Part Load Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Coil System Frost Control Status,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Facility Total Building Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Facility Total HVAC Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Facility Total Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Site Outdoor Air Drybulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Site Outdoor Air Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Site Outdoor Air Wetbulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Fan Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Fan Rise in Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Schedule Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE CPU Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Fan Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE UPS Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE CPU Electricity Rate at Design Inlet Conditions,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Fan Electricity Rate at Design Inlet Conditions,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE UPS Heat Gain to Zone Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Total Heat Gain to Zone Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Standard Density Air Volume Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Mass Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dry-Bulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Outlet Dry-Bulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Supply Heat Index,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Operating Range Exceeded Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dry-Bulb Temperature Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dry-Bulb Temperature Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dewpoint Temperature Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dewpoint Temperature Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Relative Humidity Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Relative Humidity Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dry-Bulb Temperature Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dry-Bulb Temperature Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dewpoint Temperature Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Dewpoint Temperature Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Relative Humidity Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,ITE Air Inlet Relative Humidity Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone ITE Adjusted Return Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Air Heat Balance Internal Convective Heat Gain Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Air Heat Balance Surface Convection Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Air Heat Balance Interzone Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Air Heat Balance Outdoor Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Air Heat Balance System Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Air Heat Balance System Convective Heat Gain Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,Zone Air Heat Balance Air Energy Storage Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,CRAC SCOP,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,CRAC total system Power,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,CRAC Net Sensible Capacity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wApproachTemp_ClassH1.idf,*,PUE,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Site Outdoor Air Drybulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Site Outdoor Air Wetbulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Site Outdoor Air Humidity Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Site Outdoor Air Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Mean Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Baseboard Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Performance Curve Input Variable 1 Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Performance Curve Input Variable 2 Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Performance Curve Output Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,System Node Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,System Node Mass Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,System Node Setpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,System Node Standard Density Volume Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,System Node Humidity Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,Supply Inlet Node,System Node Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,Main Cooling Coil 1 Outlet Node,System Node Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,Supply Inlet Node,System Node Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Cooling Coil Total Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Cooling Coil Sensible Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Cooling Coil Latent Cooling Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Cooling Coil Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Cooling Coil Runtime Fraction,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Coil System Part Load Ratio,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Coil System Frost Control Status,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Facility Total Building Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Facility Total HVAC Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Facility Total Electricity Demand Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Site Outdoor Air Drybulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Site Outdoor Air Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Site Outdoor Air Wetbulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Fan Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Fan Rise in Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Schedule Value,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE CPU Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Fan Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE UPS Electricity Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE CPU Electricity Rate at Design Inlet Conditions,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Fan Electricity Rate at Design Inlet Conditions,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE UPS Heat Gain to Zone Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Total Heat Gain to Zone Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Standard Density Air Volume Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Mass Flow Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dry-Bulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dewpoint Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Relative Humidity,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Outlet Dry-Bulb Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Supply Heat Index,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Operating Range Exceeded Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dry-Bulb Temperature Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dry-Bulb Temperature Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dewpoint Temperature Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dewpoint Temperature Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Relative Humidity Above Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Relative Humidity Below Operating Range Time,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dry-Bulb Temperature Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dry-Bulb Temperature Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dewpoint Temperature Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Dewpoint Temperature Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Relative Humidity Difference Above Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,ITE Air Inlet Relative Humidity Difference Below Operating Range,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Air Temperature,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Air Heat Balance Internal Convective Heat Gain Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Air Heat Balance Surface Convection Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Air Heat Balance Interzone Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Air Heat Balance Outdoor Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Air Heat Balance System Air Transfer Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Air Heat Balance System Convective Heat Gain Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,Zone Air Heat Balance Air Energy Storage Rate,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,CRAC SCOP,Hourly
V23-1-0,1ZoneDataCenterCRAC_wPumpedDXCoolingCoil.idf,*,CRAC total system Power,Hourly
