version,idf_file,key_value,variable_name,reporting_frequency
V23-1-0,PipeHeatTransfer_Zone.idf,Chilled Water Condenser Loop,Plant Supply Side Outlet Temperature,timestep
V23-1-0,PipingSystem_Underground_FHX.idf,*,Surface Other Side Conditions Modeled Convection Air Temperature,hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Zone Air Temperature,hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Zone Predicted Sensible Load to Setpoint Heat Transfer Rate,hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,System Node Temperature,Hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Pipe Segment Inlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Pipe Segment Outlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Pipe Circuit Mass Flow Rate,Hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Pipe Circuit Inlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Pipe Circuit Outlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Cooling Coil Total Cooling Rate,hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Cooling Coil Source Side Heat Transfer Rate,hourly
V23-1-0,PipingSystem_Underground_FHX.idf,*,Pump Mass Flow Rate,hourly
V23-1-0,PipingSystem_Underground_TwoPipe.idf,*,System Node Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe.idf,*,Pump Mass Flow Rate,hourly
V23-1-0,PipingSystem_Underground_TwoPipe.idf,*,Pipe Segment Inlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe.idf,*,Pipe Segment Outlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe.idf,*,Pipe Circuit Mass Flow Rate,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe.idf,*,Pipe Circuit Inlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe.idf,*,Pipe Circuit Outlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_FD_GroundTemps.idf,*,System Node Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_FD_GroundTemps.idf,*,Pump Mass Flow Rate,hourly
V23-1-0,PipingSystem_Underground_TwoPipe_FD_GroundTemps.idf,*,Pipe Segment Inlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_FD_GroundTemps.idf,*,Pipe Segment Outlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_FD_GroundTemps.idf,*,Pipe Circuit Mass Flow Rate,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_FD_GroundTemps.idf,*,Pipe Circuit Inlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_FD_GroundTemps.idf,*,Pipe Circuit Outlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_Xing_GroundTemps.idf,*,System Node Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_Xing_GroundTemps.idf,*,Pump Mass Flow Rate,hourly
V23-1-0,PipingSystem_Underground_TwoPipe_Xing_GroundTemps.idf,*,Pipe Segment Inlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_Xing_GroundTemps.idf,*,Pipe Segment Outlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_Xing_GroundTemps.idf,*,Pipe Circuit Mass Flow Rate,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_Xing_GroundTemps.idf,*,Pipe Circuit Inlet Temperature,Hourly
V23-1-0,PipingSystem_Underground_TwoPipe_Xing_GroundTemps.idf,*,Pipe Circuit Outlet Temperature,Hourly
V23-1-0,PIUAuto.idf,*,Zone Air System Sensible Cooling Rate,detailed
V23-1-0,PIUAuto.idf,*,Zone Air System Sensible Heating Rate,detailed
V23-1-0,PIUAuto.idf,*,Zone Air Temperature,detailed
V23-1-0,PIUAuto.idf,*,Cooling Coil Sensible Cooling Rate,detailed
V23-1-0,PIUAuto.idf,*,Cooling Coil Total Cooling Rate,detailed
V23-1-0,PIUAuto.idf,*,Heating Coil Heating Rate,detailed
V23-1-0,PIUAuto.idf,*,Zone Air Humidity Ratio,detailed
V23-1-0,PIUAuto.idf,*,Zone Air Terminal Primary Damper Position,detailed
V23-1-0,PIUAuto.idf,Cooling Coil Air Inlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Cooling Coil Air Inlet Node,System Node Temperature,detailed
V23-1-0,PIUAuto.idf,Air Loop Outlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone Equipment Inlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone Equipment Inlet Node,System Node Temperature,detailed
V23-1-0,PIUAuto.idf,Zone 1 PIU Pri Air Inlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone 1 PIU Pri Air Inlet Node,System Node Temperature,detailed
V23-1-0,PIUAuto.idf,Zone 1 PIU Sec Air Inlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone 1 PIU Sec Air Inlet Node,System Node Temperature,detailed
V23-1-0,PIUAuto.idf,Zone 1 PIU Air Outlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone 1 PIU Air Outlet Node,System Node Temperature,detailed
V23-1-0,PIUAuto.idf,Zone 2 Reheat Air Outlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone 3 PIU Pri Air Inlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone 3 PIU Pri Air Inlet Node,System Node Temperature,detailed
V23-1-0,PIUAuto.idf,Zone 3 PIU Sec Air Inlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone 3 PIU Sec Air Inlet Node,System Node Temperature,detailed
V23-1-0,PIUAuto.idf,Zone 3 PIU Air Outlet Node,System Node Mass Flow Rate,detailed
V23-1-0,PIUAuto.idf,Zone 3 PIU Air Outlet Node,System Node Temperature,detailed
V23-1-0,PIUAuto.idf,*,Availability Manager Night Cycle Control Status,detailed
V23-1-0,PlantApplicationsGuide_Example1.idf,*,Chiller Electricity Rate,timestep
V23-1-0,PlantApplicationsGuide_Example1.idf,*,Cooling Tower Inlet Temperature,timestep
V23-1-0,PlantApplicationsGuide_Example1.idf,*,Cooling Tower Outlet Temperature,timestep
V23-1-0,PlantApplicationsGuide_Example1.idf,*,Cooling Tower Heat Transfer Rate,timestep
V23-1-0,PlantApplicationsGuide_Example1.idf,*,Plant Load Profile Mass Flow Rate,timestep
V23-1-0,PlantApplicationsGuide_Example2.idf,*,Heating Coil Heating Rate,hourly
V23-1-0,PlantApplicationsGuide_Example2.idf,*,Zone Heating Setpoint Not Met Time,hourly
V23-1-0,PlantApplicationsGuide_Example2.idf,*,Zone Mean Air Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example2.idf,*,Zone Heating Setpoint Not Met While Occupied Time,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Zone Air System Sensible Cooling Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Zone Air System Sensible Heating Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Zone Air Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Heating Coil Heating Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Cooling Coil Total Cooling Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Site Outdoor Air Drybulb Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Plant Supply Side Cooling Demand Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Plant Supply Side Heating Demand Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Plant Supply Side Inlet Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Plant Supply Side Outlet Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Plant Supply Side Inlet Mass Flow Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Pump Fluid Heat Gain Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Electricity Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Evaporator Cooling Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Evaporator Inlet Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Evaporator Outlet Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Evaporator Mass Flow Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Condenser Heat Transfer Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Condenser Inlet Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Condenser Outlet Temperature,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Condenser Mass Flow Rate,hourly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Pump Fluid Heat Gain Energy,monthly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Cooling Coil Total Cooling Energy,monthly
V23-1-0,PlantApplicationsGuide_Example3.idf,*,Chiller Evaporator Cooling Energy,monthly
V23-1-0,PlantComponentTemperatureSource.idf,*,System Node Temperature,Hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,System Node Mass Flow Rate,Hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Load Profile Heat Transfer Energy,Hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Temperature Source Component Mass Flow Rate,hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Temperature Source Component Inlet Temperature,hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Temperature Source Component Outlet Temperature,hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Temperature Source Component Source Temperature,hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Temperature Source Component Heat Transfer Rate,hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,Plant Temperature Source Component Heat Transfer Energy,hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,System Node Maximum Limit Mass Flow Rate,hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,System Node Maximum Available Mass Flow Rate,hourly
V23-1-0,PlantComponentTemperatureSource.idf,*,System Node Requested Mass Flow Rate,hourly
V23-1-0,PlantHorizontalGroundHX.idf,*,System Node Temperature,Hourly
V23-1-0,PlantHorizontalGroundHX.idf,*,Pump Mass Flow Rate,Hourly
V23-1-0,PlantHorizontalGroundHX.idf,*,Ground Heat Exchanger Mass Flow Rate,Hourly
V23-1-0,PlantHorizontalGroundHX.idf,*,Ground Heat Exchanger Inlet Temperature,Hourly
V23-1-0,PlantHorizontalGroundHX.idf,*,Ground Heat Exchanger Outlet Temperature,Hourly
V23-1-0,PlantHorizontalGroundHX.idf,*,Ground Heat Exchanger Fluid Heat Transfer Rate,Hourly
V23-1-0,PlantLoadProfile.idf,*,System Node Temperature,Hourly
V23-1-0,PlantLoadProfile.idf,*,System Node Mass Flow Rate,Hourly
V23-1-0,PlantLoadProfile.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantLoadProfile.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantLoadProfile.idf,*,Plant Load Profile Heat Transfer Energy,Hourly
V23-1-0,PlantLoadProfile.idf,*,District Heating Hot Water Rate,Hourly
V23-1-0,PlantLoadProfile.idf,*,District Heating Hot Water Energy,Hourly
V23-1-0,PlantLoadProfile_AutosizedDistrictHeating.idf,*,System Node Temperature,Hourly
V23-1-0,PlantLoadProfile_AutosizedDistrictHeating.idf,*,System Node Mass Flow Rate,Hourly
V23-1-0,PlantLoadProfile_AutosizedDistrictHeating.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantLoadProfile_AutosizedDistrictHeating.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantLoadProfile_AutosizedDistrictHeating.idf,*,Plant Load Profile Heat Transfer Energy,Hourly
V23-1-0,PlantLoadProfile_AutosizedDistrictHeating.idf,*,District Heating Hot Water Rate,Hourly
V23-1-0,PlantLoadProfile_AutosizedDistrictHeating.idf,*,District Heating Hot Water Energy,Hourly
V23-1-0,PlantLoadProfileCoolingReturnReset.idf,*,System Node Temperature,Detailed
V23-1-0,PlantLoadProfileCoolingReturnReset.idf,*,System Node Mass Flow Rate,Detailed
V23-1-0,PlantLoadProfileCoolingReturnReset.idf,*,Plant Load Profile Mass Flow Rate,Detailed
V23-1-0,PlantLoadProfileCoolingReturnReset.idf,*,System Node Setpoint Temperature,Detailed
V23-1-0,PlantLoadProfileCoolingReturnReset.idf,*,Plant Load Profile Heat Transfer Rate,Detailed
V23-1-0,PlantLoadProfileCoolingReturnReset.idf,*,Plant Load Profile Heat Transfer Energy,Detailed
V23-1-0,PlantLoadProfileCoolingReturnReset.idf,*,District Cooling Chilled Water Rate,Detailed
V23-1-0,PlantLoadProfileCoolingReturnReset.idf,*,District Cooling Chilled Water Energy,Detailed
V23-1-0,PlantLoadProfileCoolingReturnResetLookup.idf,*,System Node Temperature,Detailed
V23-1-0,PlantLoadProfileCoolingReturnResetLookup.idf,*,System Node Mass Flow Rate,Detailed
V23-1-0,PlantLoadProfileCoolingReturnResetLookup.idf,*,Plant Load Profile Mass Flow Rate,Detailed
V23-1-0,PlantLoadProfileCoolingReturnResetLookup.idf,*,System Node Setpoint Temperature,Detailed
V23-1-0,PlantLoadProfileCoolingReturnResetLookup.idf,*,Plant Load Profile Heat Transfer Rate,Detailed
V23-1-0,PlantLoadProfileCoolingReturnResetLookup.idf,*,Plant Load Profile Heat Transfer Energy,Detailed
V23-1-0,PlantLoadProfileCoolingReturnResetLookup.idf,*,District Cooling Chilled Water Rate,Detailed
V23-1-0,PlantLoadProfileCoolingReturnResetLookup.idf,*,District Cooling Chilled Water Energy,Detailed
V23-1-0,PlantLoopChainCooling.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Plant Load Profile Heat Transfer Energy,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,District Cooling Chilled Water Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,District Cooling Chilled Water Energy,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Heat Transfer Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Heat Transfer Energy,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Loop Supply Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Loop Supply Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Loop Supply Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Loop Demand Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Loop Demand Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Loop Demand Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Operation Status,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Fluid Heat Exchanger Effectiveness,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Plant Supply Side Cooling Demand Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Plant Supply Side Heating Demand Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Plant Supply Side Inlet Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Plant Supply Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainCooling.idf,*,Plant Supply Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,SOURCE Cool Supply Outlet Node,System Node Setpoint Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,TRANSFER Supply Outlet Node,System Node Setpoint High Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,TRANSFER Supply Outlet Node,System Node Setpoint Low Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,SOURCE Heat Supply Outlet Node,System Node Setpoint Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,Use Heat Supply Outlet Node,System Node Setpoint Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,Use Cool Supply Outlet Node,System Node Setpoint Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Plant Load Profile Heat Transfer Energy,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Heat Transfer Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Heat Transfer Energy,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Loop Supply Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Loop Supply Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Loop Supply Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Loop Demand Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Loop Demand Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Loop Demand Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Operation Status,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Fluid Heat Exchanger Effectiveness,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Plant Supply Side Cooling Demand Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Plant Supply Side Heating Demand Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Plant Supply Side Inlet Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Plant Supply Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Plant Supply Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,Pump Fluid Heat Gain Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,District Heating Rate,Hourly
V23-1-0,PlantLoopChainDeadband.idf,*,District Cooling Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,SOURCE Supply Outlet Node,System Node Setpoint Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,TRANSFER Supply Outlet Node,System Node Setpoint High Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,TRANSFER Supply Outlet Node,System Node Setpoint Low Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,Use Heat Supply Outlet Node,System Node Setpoint Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,Use Cool Supply Outlet Node,System Node Setpoint Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Load Profile Heat Transfer Energy,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Heat Transfer Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Heat Transfer Energy,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Loop Supply Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Loop Supply Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Loop Supply Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Loop Demand Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Loop Demand Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Loop Demand Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Operation Status,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Fluid Heat Exchanger Effectiveness,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Supply Side Cooling Demand Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Supply Side Heating Demand Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Supply Side Inlet Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Supply Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Supply Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Supply Side Not Distributed Demand Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Plant Supply Side Unmet Demand Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,Pump Fluid Heat Gain Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,District Heating Rate,Hourly
V23-1-0,PlantLoopChainDualDeadband.idf,*,District Cooling Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Plant Load Profile Heat Transfer Energy,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,District Heating Hot Water Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,District Heating Hot Water Energy,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Heat Transfer Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Heat Transfer Energy,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Loop Supply Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Loop Supply Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Loop Supply Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Loop Demand Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Loop Demand Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Loop Demand Side Outlet Temperature,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Operation Status,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Fluid Heat Exchanger Effectiveness,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Plant Supply Side Cooling Demand Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Plant Supply Side Heating Demand Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Plant Supply Side Inlet Mass Flow Rate,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Plant Supply Side Inlet Temperature,Hourly
V23-1-0,PlantLoopChainHeating.idf,*,Plant Supply Side Outlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Load Side Heat Transfer Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Load Side Heat Transfer Energy,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Source Side Heat Transfer Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Source Side Heat Transfer Energy,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Load Side Inlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Load Side Outlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Source Side Inlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Source Side Outlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Electricity Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Electricity Energy,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Load Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_AirSource.idf,*,Heat Pump Source Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Plant Load Profile Mass Flow Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Plant Load Profile Heat Transfer Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Load Side Heat Transfer Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Load Side Heat Transfer Energy,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Source Side Heat Transfer Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Source Side Heat Transfer Energy,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Load Side Inlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Load Side Outlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Source Side Inlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Source Side Outlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Electricity Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Electricity Energy,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Load Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Heat Pump Source Side Mass Flow Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Ground Heat Exchanger Heat Transfer Rate,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Ground Heat Exchanger Inlet Temperature,Hourly
V23-1-0,PlantLoopHeatPump_EIR_WaterSource.idf,*,Ground Heat Exchanger Outlet Temperature,Hourly
